n,0,1,2,3,0_MSE,1_MSE,2_MSE,3_MSE
3000.0,0.9997863441048892,1.9975549094255194,1.5208744188658923,0.6756411909649676,0.00036259419605375146,0.0005027700112647377,0.009806995571549407,0.009593530424921538
6000.0,1.000288674220082,1.9993555130258736,1.5097680953303034,0.6879269583838985,0.00017554537242816094,0.00026353464660354995,0.004623376537764004,0.0044362652464426675
10000.0,1.0003440706298574,1.9987368852505027,1.5054876212236745,0.6929970285031225,0.00011231350159460111,0.00014726360207738452,0.003089111076477299,0.0030173001996065207
