n,0,1,2
5000.0,1.1066586193296353,1.985500914449658,2.8593246917844084
8000.0,1.0800542473610202,1.9976187522643383,2.892931764000611
10000.0,1.0740717533793596,1.9943409234206693,2.9013044131192207
