,theta_1,theta_2,theta_1^2,theta_1*theta_2
estimated,0.4910951249418993,0.5078196263701812,0.37936462218119066,0.2825962526612977
true,0.49954434932780306,0.4992145231373474,0.3727546985814246,0.2838852204370986
