,theta_1,theta_2,theta_1^2,theta_1*theta_2
estimated,0.0063951037154034995,0.018428959142118187,0.8030522646798772,0.5198286922513176
true,0.00782440379469522,0.01646408800741096,0.8110383988453703,0.5120716326913369
