n,0,1,2
5000.0,1.0326113910597792,1.9853766491121683,2.9426166649942673
8000.0,1.024407786832927,1.9918446319150067,2.9588937675133895
10000.0,1.0199954560156206,1.9916396005756238,2.964959421151174
