n,0,1,2
5000.0,1.0117369069224282,2.0713060894178015,2.8579309103554906
8000.0,1.0101207450257197,2.0608753922967096,2.884053909783372
10000.0,1.0085349623916933,2.04976214828429,2.9126906565948354
