n,0,1,2
5000.0,1.0160054766115176,2.04644282365017,2.8577792470079766
8000.0,1.022550690729195,1.9754001034802937,2.960448269109491
10000.0,1.0025081568569996,2.046117795284022,2.9086252705289564
