n,0,1,2
5000.0,1.0246923836563069,2.0316728916084714,2.922834391638623
8000.0,1.0090323278268123,2.0183781987687066,2.961157016083235
10000.0,1.0103267340145765,2.028093439406469,2.9518716810626717
