n,0,1,2
5000.0,-23.734739761823242,1.9420468972280105,8.371455694846217
8000.0,-15.869672255233235,1.9570807492684261,6.6638352959532305
10000.0,-17.113672692892372,1.9576404655757138,6.933552339120255
