,theta_1,theta_2,theta_1^2,theta_1*theta_2
estimated,-0.009900204049800661,-0.0033323577028796557,0.8212767589458491,0.5046028339822002
true,-0.015392124784425395,-0.004818536718243901,0.8130536785560244,0.5053140819698674
